Лицензия_банк,ИД_1700,дата
"Йошкар-Ола лицензия № 2802, Марий Эл",6877,2015-06-01
"Морской Банк лицензия № 77, Москва и обл.",6867,2015-06-01
"МБА-Москва лицензия № 3395, Москва и обл.",6857,2015-06-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",6829,2015-06-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",6817,2015-06-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",6768,2015-06-01
"Славия лицензия № 2664, Москва и обл.",6764,2015-06-01
"Легион лицензия № 3117, Москва и обл.",6760,2015-06-01
"Держава лицензия № 2738, Москва и обл.",6743,2015-06-01
"Алтынбанк лицензия № 2070, Татарстан",6722,2015-06-01
"Венец лицензия № 524, Ульяновская обл.",6718,2015-06-01
"Проминвестбанк лицензия № 2433, Москва и обл.",6701,2015-06-01
"Альта-Банк лицензия № 2269, Москва и обл.",6685,2015-06-01
"Алма Банк лицензия № 604, Москва и обл.",6684,2015-06-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",6663,2015-06-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",6645,2015-06-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",6639,2015-06-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",6637,2015-06-01
"Милбанк лицензия № 3256, Москва и обл.",6626,2015-06-01
"Темпбанк лицензия № 55, Москва и обл.",6620,2015-06-01
"Татфондбанк лицензия № 3058, Татарстан",6595,2015-06-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",6592,2015-06-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",6565,2015-06-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",6563,2015-06-01
"МТИ-Банк лицензия № 1052, Москва и обл.",6543,2015-06-01
"РИТЦ Банк лицензия № 2677, Москва и обл.",6538,2015-06-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",6537,2015-06-01
"Максима лицензия № 3379, Москва и обл.",6515,2015-06-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",6512,2015-06-01
"Бизнес для Бизнеса лицензия № 1060, Чувашия",6473,2015-06-01
"Сельмашбанк лицензия № 106, Ростовская обл.",6462,2015-06-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",6461,2015-06-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",6460,2015-06-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",6455,2015-06-01
"Банк Город лицензия № 2644, Москва и обл.",6428,2015-06-01
"Ижкомбанк лицензия № 646, Удмуртия",6399,2015-06-01
"Веста лицензия № 2368, Москва и обл.",6389,2015-06-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",6387,2015-06-01
"Сибсоцбанк лицензия № 2015, Алтайский край",6285,2015-06-01
"Балтика лицензия № 967, Москва и обл.",6222,2015-06-01
"Яринтербанк лицензия № 2564, Ярославская обл.",6216,2015-06-01
"Кредит Экспресс лицензия № 3186, Ростовская обл.",6191,2015-06-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",6180,2015-06-01
"Столичный Кредит лицензия № 2853, Москва и обл.",6176,2015-06-01
"Лесбанк лицензия № 1598, Москва и обл.",6144,2015-06-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",6141,2015-06-01
"Оргбанк лицензия № 3312, Москва и обл.",6124,2015-06-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",6089,2015-06-01
"Девон-Кредит лицензия № 1972, Татарстан",6084,2015-06-01
"Кросна-Банк лицензия № 2607, Москва и обл.",6083,2015-06-01
"Собинбанк лицензия № 1317, Москва и обл.",6076,2015-06-01
"Расчетный Дом лицензия № 3350, Москва и обл.",6067,2015-06-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",6051,2015-06-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",6041,2015-06-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",5980,2015-06-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",5940,2015-06-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",5926,2015-06-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",5914,2015-06-01
"Уссури лицензия № 596, Хабаровский край",5895,2015-06-01
"Межтрастбанк лицензия № 2493, Москва и обл.",5885,2015-06-01
"Агроинкомбанк лицензия № 1946, Астраханская обл.",5869,2015-06-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",5867,2015-06-01
"Америкэн Экспресс Банк лицензия № 3460, Москва и обл.",5839,2015-06-01
"Новация лицензия № 840, Адыгея",5788,2015-06-01
"Плюс Банк лицензия № 1189, Москва и обл.",5776,2015-06-01
"Кузнецкий лицензия № 609, Пензенская обл.",5756,2015-06-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",5750,2015-06-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",5728,2015-06-01
"Авангард лицензия № 2879, Москва и обл.",5715,2015-06-01
"Россельхозбанк лицензия № 3349, Москва и обл.",5712,2015-06-01
"РНКБ лицензия № 1354, Симферополь",5706,2015-06-01
"Саратов лицензия № 330, Саратовская обл.",5563,2015-06-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",5548,2015-06-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",5546,2015-06-01
"Мико-Банк лицензия № 3195, Москва и обл.",5516,2015-06-01
"Новое Время лицензия № 3492, Москва и обл.",5490,2015-06-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",5485,2015-06-01
"БМ-Банк лицензия № 2748, Москва и обл.",5441,2015-06-01
"Старый Кремль лицензия № 2657, Москва и обл.",5418,2015-06-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",5383,2015-06-01
"Солид Банк лицензия № 1329, Камчатская обл.",5338,2015-06-01
"Пульс Столицы лицензия № 3002, Москва и обл.",5307,2015-06-01
"Банк БКФ лицензия № 2684, Москва и обл.",5304,2015-06-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",5272,2015-06-01
"Нерюнгрибанк лицензия № 825, Саха (Якутия)",5268,2015-06-01
"Акибанк лицензия № 2587, Татарстан",5220,2015-06-01
"Хлынов лицензия № 254, Кировская обл.",5204,2015-06-01
"Московский Национальный Инвестиционный Банк лицензия № 3181, Москва и обл.",5166,2015-06-01
"СМП Банк лицензия № 3368, Москва и обл.",5144,2015-06-01
"Калуга лицензия № 1151, Калужская обл.",5143,2015-06-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",5141,2015-06-01
"Банк РСБ 24 (Русславбанк) лицензия № 1073, Москва и обл.",5137,2015-06-01
"Дил-Банк лицензия № 3384, Москва и обл.",5125,2015-06-01
"Сталь Банк лицензия № 2248, Москва и обл.",5094,2015-06-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",5087,2015-06-01
"Абсолют Банк лицензия № 2306, Москва и обл.",5075,2015-06-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",5051,2015-06-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",5001,2015-06-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",4995,2015-06-01
"Онего лицензия № 2484, Карелия",4924,2015-06-01
"Агросоюз лицензия № 1459, Москва и обл.",4890,2015-06-01
"Преодоление лицензия № 2649, Москва и обл.",4887,2015-06-01
"Новопокровский лицензия № 467, Краснодарский край",4884,2015-06-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",4874,2015-06-01
"Заречье лицензия № 817, Татарстан",4869,2015-06-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.",4852,2015-06-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",4848,2015-06-01
"Экспобанк лицензия № 2998, Москва и обл.",4847,2015-06-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",4846,2015-06-01
"Совкомбанк лицензия № 963, Костромская обл.",4824,2015-06-01
"Финам Банк лицензия № 2799, Москва и обл.",4795,2015-06-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",4736,2015-06-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",4733,2015-06-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",4715,2015-06-01
"Пробизнесбанк лицензия № 2412, Москва и обл.",4699,2015-06-01
"МФБанк лицензия № 3163, Москва и обл.",4691,2015-06-01
"Киви Банк лицензия № 2241, Москва и обл.",4688,2015-06-01
"Москва-Сити лицензия № 3247, Москва и обл.",4682,2015-06-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",4673,2015-06-01
"Башпромбанк лицензия № 1006, Башкортостан",4606,2015-06-01
"СДМ-Банк лицензия № 1637, Москва и обл.",4606,2015-06-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",4602,2015-06-01
"Ак Барс лицензия № 2590, Татарстан",4581,2015-06-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",4543,2015-06-01
"Башкомснаббанк лицензия № 1398, Башкортостан",4516,2015-06-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",4502,2015-06-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",4492,2015-06-01
"Уралфинанс лицензия № 1370, Свердловская обл.",4479,2015-06-01
"Форштадт лицензия № 2208, Оренбургская обл.",4440,2015-06-01
"Соколовский лицензия № 2830, Москва и обл.",4428,2015-06-01
"Социнвестбанк лицензия № 1132, Башкортостан",4403,2015-06-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",4345,2015-06-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",4290,2015-06-01
"Анкор Банк лицензия № 889, Татарстан",4223,2015-06-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",4217,2015-06-01
"МСП Банк лицензия № 3340, Москва и обл.",4217,2015-06-01
"Новикомбанк лицензия № 2546, Москва и обл.",4201,2015-06-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",4199,2015-06-01
"Унифондбанк лицензия № 3416, Москва и обл.",4197,2015-06-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",4191,2015-06-01
"Аспект лицензия № 608, Москва и обл.",4180,2015-06-01
"Татсоцбанк лицензия № 480, Татарстан",4151,2015-06-01
"Банк Глобус лицензия № 2438, Москва и обл.",4147,2015-06-01
"Океан Банк лицензия № 1697, Москва и обл.",4131,2015-06-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",4110,2015-06-01
"Донкомбанк лицензия № 492, Ростовская обл.",4101,2015-06-01
"Финарс Банк лицензия № 2938, Москва и обл.",4088,2015-06-01
"Аксонбанк лицензия № 680, Костромская обл.",4084,2015-06-01
"Риабанк лицензия № 3434, Москва и обл.",4064,2015-06-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",3972,2015-06-01
"Геленджик-Банк лицензия № 790, Краснодарский край",3959,2015-06-01
"Тайм Банк лицензия № 3120, Москва и обл.",3955,2015-06-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",3904,2015-06-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",3889,2015-06-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",3862,2015-06-01
"Росдорбанк лицензия № 1573, Москва и обл.",3856,2015-06-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",3843,2015-06-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",3778,2015-06-01
"Си Ди Би Банк лицензия № 3339, Краснодарский край",3772,2015-06-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",3768,2015-06-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",3716,2015-06-01
"Нота-Банк лицензия № 2913, Москва и обл.",3699,2015-06-01
"Рублев лицензия № 3098, Москва и обл.",3687,2015-06-01
"Инкаробанк лицензия № 2696, Москва и обл.",3657,2015-06-01
"Сетелем Банк лицензия № 2168, Москва и обл.",3653,2015-06-01
"Интерпромбанк лицензия № 3266, Москва и обл.",3652,2015-06-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",3613,2015-06-01
"Профит Банк лицензия № 3234, Москва и обл.",3585,2015-06-01
"ФДБ лицензия № 3071, Москва и обл.",3583,2015-06-01
"Унифин лицензия № 2654, Москва и обл.",3571,2015-06-01
"Идея Банк лицензия № 430, Краснодарский край",3560,2015-06-01
"Первобанк лицензия № 3461, Самарская обл.",3560,2015-06-01
"Элита лицензия № 1399, Калужская обл.",3502,2015-06-01
"Интеркредит лицензия № 3047, Москва и обл.",3433,2015-06-01
"Айви Банк лицензия № 2055, Москва и обл.",3348,2015-06-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",3322,2015-06-01
"Российский Капитал лицензия № 2312, Москва и обл.",3322,2015-06-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",3291,2015-06-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",3264,2015-06-01
"Эксперт Банк лицензия № 2949, Омская обл.",3226,2015-06-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",3161,2015-06-01
"Апабанк лицензия № 2404, Москва и обл.",3131,2015-06-01
"Экономбанк лицензия № 1319, Саратовская обл.",3112,2015-06-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",3052,2015-06-01
"Джаст Банк лицензия № 3503, Москва и обл.",3034,2015-06-01
"Анталбанк лицензия № 3115, Москва и обл.",3010,2015-06-01
"Зернобанк лицензия № 2337, Алтайский край",2966,2015-06-01
"Кольцо Урала лицензия № 65, Свердловская обл.",2875,2015-06-01
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",2871,2015-06-01
"Связной Банк лицензия № 1961, Москва и обл.",2868,2015-06-01
"НС Банк лицензия № 3124, Москва и обл.",2861,2015-06-01
"Век лицензия № 2299, Москва и обл.",2839,2015-06-01
"Банк Казани лицензия № 708, Татарстан",2714,2015-06-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",2603,2015-06-01
"ФИА-Банк лицензия № 2542, Самарская обл.",2479,2015-06-01
"Союз лицензия № 2307, Москва и обл.",2477,2015-06-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",2451,2015-06-01
"Объединенный Банк Промышленных Инвестиций лицензия № 2626, Москва и обл.",2260,2015-06-01
"Эно лицензия № 1988, Краснодарский край",2166,2015-06-01
"Витязь лицензия № 2890, Москва и обл.",2134,2015-06-01
"Российский Кредит лицензия № 324, Москва и обл.",2074,2015-06-01
"Н-Банк лицензия № 3493, Москва и обл.",2070,2015-06-01
"Миллениум Банк лицензия № 3423, Москва и обл.",1953,2015-06-01
"Вестинтербанк лицензия № 3398, Москва и обл.",1939,2015-06-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.","1 260 010,71",2015-07-01
"Икано Банк лицензия № 3519, Центр","33 306,73",2015-07-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.","7 317,15",2015-07-01
"ФФин Банк лицензия № 1143, Сахалинская обл.","5 681,31",2015-07-01
"Финтрастбанк лицензия № 3104, Москва и обл.","5 570,66",2015-07-01
"Рунэтбанк лицензия № 2829, Москва и обл.","4 813,27",2015-07-01
"Эно лицензия № 1988, Краснодарский край","4 541,34",2015-07-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.","4 464,74",2015-07-01
"Росэксимбанк лицензия № 2790, Москва и обл.","2 589,79",2015-07-01
"Далетбанк лицензия № 3049, Москва и обл.","2 039,60",2015-07-01
"Тайдон лицензия № 2085, Кемеровская обл.","1 981,98",2015-07-01
"НКБ лицензия № 2942, Москва и обл.","1 726,34",2015-07-01
"Еврокоммерц лицензия № 1777, Москва и обл.","1 634,89",2015-07-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.","1 281,18",2015-07-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",99415,2015-07-01
"Терра лицензия № 3476, Москва и обл.",96947,2015-07-01
"БМВ Банк лицензия № 3482, Москва и обл.",91857,2015-07-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",89860,2015-07-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",81663,2015-07-01
"Почтобанк лицензия № 1788, Пермская обл.",68367,2015-07-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.",61607,2015-07-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",60784,2015-07-01
"Оней Банк лицензия № 3516, Москва и обл.",60574,2015-07-01
"Содружество лицензия № 2923, Москва и обл.",60262,2015-07-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",60089,2015-07-01
"Арксбанк лицензия № 1868, Москва и обл.",59382,2015-07-01
"Нордеа Банк лицензия № 3016, Москва и обл.",59017,2015-07-01
"Лада-Кредит лицензия № 2668, Москва и обл.",56235,2015-07-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.",56231,2015-07-01
"АйМаниБанк лицензия № 1975, Москва и обл.",55701,2015-07-01
"Коммерческий Индо Банк лицензия № 3446, Москва и обл.",55375,2015-07-01
"Центр-инвест лицензия № 2225, Ростовская обл.",55095,2015-07-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",54232,2015-07-01
"Банк ВВБ лицензия № 1093, Севастополь",54144,2015-07-01
"ВРБ лицензия № 3499, Москва и обл.",49435,2015-07-01
"Метрополь лицензия № 1639, Москва и обл.",46993,2015-07-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",46971,2015-07-01
"НСТ-Банк лицензия № 1738, Оренбургская обл.",46631,2015-07-01
"Национальный Банк «Траст» лицензия № 3279, Москва и обл.",43780,2015-07-01
"Альтернатива лицензия № 3452, Москва и обл.",43632,2015-07-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",41149,2015-07-01
"Норвик Банк лицензия № 902, Кировская обл.",40982,2015-07-01
"МВС Банк лицензия № 2407, Дагестан",40582,2015-07-01
"Акцепт лицензия № 567, Новосибирская обл.",39771,2015-07-01
"Челиндбанк лицензия № 485, Челябинская обл.",39667,2015-07-01
"РН Банк лицензия № 170, Москва и обл.",39406,2015-07-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",39371,2015-07-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",38692,2015-07-01
"Миръ лицензия № 3089, Москва и обл.",38639,2015-07-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",38467,2015-07-01
"Иваново лицензия № 1763, Ивановская обл.",38417,2015-07-01
"Русь лицензия № 704, Оренбургская обл.",37474,2015-07-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",37217,2015-07-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",37070,2015-07-01
"Форус Банк лицензия № 3457, Нижегородская обл.",36662,2015-07-01
"Арсенал лицензия № 3000, Москва и обл.",33209,2015-07-01
"Северстройбанк лицензия № 3507, Вологодская обл.",33001,2015-07-01
"Капиталбанк лицензия № 2547, Ростовская обл.",32668,2015-07-01
"Вологжанин лицензия № 1896, Вологодская обл.",32569,2015-07-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",32063,2015-07-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",31689,2015-07-01
"Алжан лицензия № 2491, Дагестан",31638,2015-07-01
"Пойдем! лицензия № 2534, Москва и обл.",31323,2015-07-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",31210,2015-07-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",30953,2015-07-01
"Актив Банк лицензия № 2529, Мордовия",30813,2015-07-01
"Дорис Банк лицензия № 1679, Москва и обл.",30688,2015-07-01
"Севзапинвестпромбанк лицензия № 2152, Санкт-Петербург и обл.",30544,2015-07-01
"АМБ Банк лицензия № 3036, Москва и обл.",29287,2015-07-01
"МДМ Банк лицензия № 2562, Москва и обл.",29272,2015-07-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",29108,2015-07-01
"Натиксис Банк лицензия № 3390, Москва и обл.",29008,2015-07-01
"ДельтаКредит лицензия № 3338, Москва и обл.",28993,2015-07-01
"Центрально-Азиатский лицензия № 3037, Хакасия",28727,2015-07-01
"Уралприватбанк лицензия № 153, Свердловская обл.",28137,2015-07-01
"Байкалкредобанк лицензия № 2990, Иркутская обл.",28118,2015-07-01
"Олма-Банк лицензия № 3250, Москва и обл.",27479,2015-07-01
"КС Банк лицензия № 1752, Мордовия",27224,2015-07-01
"Екатеринбург лицензия № 3161, Свердловская обл.",27200,2015-07-01
"Резерв лицензия № 2364, Челябинская обл.",27041,2015-07-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",26748,2015-07-01
"Нейва лицензия № 1293, Свердловская обл.",26321,2015-07-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",26111,2015-07-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",25930,2015-07-01
"Тальменка-Банк лицензия № 826, Алтайский край",25475,2015-07-01
"Акрополь лицензия № 3027, Москва и обл.",25382,2015-07-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",25060,2015-07-01
"Тульский Промышленник лицензия № 2382, Тульская обл.",24917,2015-07-01
"Жилкредит лицензия № 1736, Москва и обл.",24893,2015-07-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",24698,2015-07-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",24565,2015-07-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",24246,2015-07-01
"Мираф-Банк лицензия № 2244, Омская обл.",24167,2015-07-01
"Примсоцбанк лицензия № 2733, Приморский край",23877,2015-07-01
"Смолевич лицензия № 1121, Смоленская обл.",23833,2015-07-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",23678,2015-07-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",23663,2015-07-01
"Восточный Банк лицензия № 1460, Амурская обл.",23290,2015-07-01
"Экспо Финанс лицензия № 2594, Москва и обл.",23281,2015-07-01
"Левобережный лицензия № 1343, Новосибирская обл.",23013,2015-07-01
"Межрегиональный Банк Реконструкции лицензия № 2620, Москва и обл.",22891,2015-07-01
"Севергазбанк лицензия № 2816, Вологодская обл.",22445,2015-07-01
"Великие Луки Банк лицензия № 598, Псковская обл.",22189,2015-07-01
"Сумитомо Мицуи лицензия № 3494, Москва и обл.",22147,2015-07-01
"Оренбург лицензия № 3269, Оренбургская обл.",22146,2015-07-01
"Канский лицензия № 860, Красноярский край",22045,2015-07-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",22042,2015-07-01
"Бенифит-Банк лицензия № 3229, Москва и обл.",21865,2015-07-01
"Логос лицензия № 3233, Москва и обл.",21631,2015-07-01
"Урал ФД лицензия № 249, Пермская обл.",21459,2015-07-01
"Акция лицензия № 927, Ивановская обл.",21307,2015-07-01
"Северо-Западный 1 Альянс Банк лицензия № 766, Санкт-Петербург и обл.",21294,2015-07-01
"СМБ-Банк лицензия № 3504, Санкт-Петербург и обл.",21115,2015-07-01
"Спутник лицензия № 1071, Оренбургская обл.",21103,2015-07-01
"Континенталь лицензия № 3184, Ставропольский край",21022,2015-07-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.",20984,2015-07-01
"Тендер-Банк лицензия № 2252, Москва и обл.",20784,2015-07-01
"Мир Бизнес Банк лицензия № 3396, Москва и обл.",20561,2015-07-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",20477,2015-07-01
"Саммит Банк лицензия № 85, Приморский край",20362,2015-07-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",20338,2015-07-01
"Булгар Банк лицензия № 1917, Татарстан",20108,2015-07-01
"ИТ Банк лицензия № 2609, Омская обл.",20096,2015-07-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",20052,2015-07-01
"Банк АВБ лицензия № 23, Самарская обл.",20031,2015-07-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",19895,2015-07-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",19555,2015-07-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",19406,2015-07-01
"Металлург лицензия № 2877, Москва и обл.",19203,2015-07-01
"ОТП Банк лицензия № 2766, Москва и обл.",19044,2015-07-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",18876,2015-07-01
"Промрегионбанк лицензия № 2123, Томская обл.",18765,2015-07-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",18655,2015-07-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",18487,2015-07-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",18433,2015-07-01
"Кроссинвестбанк лицензия № 2849, Москва и обл.",18288,2015-07-01
"Росэнергобанк лицензия № 2211, Москва и обл.",18251,2015-07-01
"Ренессанс лицензия № 1939, Москва и обл.",18232,2015-07-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",18014,2015-07-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.",17952,2015-07-01
"Генбанк лицензия № 2490, Москва и обл.",17913,2015-07-01
"Регнум лицензия № 3373, Москва и обл.",17814,2015-07-01
"Кредитинвест лицензия № 1197, Дагестан",17713,2015-07-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",17684,2015-07-01
"Стандарт-Кредит лицензия № 841, Адыгея",17678,2015-07-01
"Владпромбанк лицензия № 870, Владимирская обл.",17650,2015-07-01
"Торговый Городской Банк лицензия № 3180, Тверская обл.",17591,2015-07-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",17586,2015-07-01
"Югра лицензия № 880, Ханты-Мансийский АО — Югра",17543,2015-07-01
"Спецстройбанк лицензия № 236, Москва и обл.",17521,2015-07-01
"Руна-Банк лицензия № 3207, Москва и обл.",17474,2015-07-01
"Енисей лицензия № 474, Красноярский край",17407,2015-07-01
"Росавтобанк лицензия № 2767, Москва и обл.",17368,2015-07-01
"РНКБ лицензия № 1354, Симферополь",17336,2015-07-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",17280,2015-07-01
"Тусар лицензия № 2712, Москва и обл.",17081,2015-07-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",17037,2015-07-01
"Эко-Инвест лицензия № 3116, Москва и обл.",16995,2015-07-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",16953,2015-07-01
"Ситибанк лицензия № 2557, Москва и обл.",16891,2015-07-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",16872,2015-07-01
"Крыловский лицензия № 456, Краснодарский край",16790,2015-07-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",16711,2015-07-01
"Прохладный лицензия № 874, Кабардино-Балкария",16705,2015-07-01
"Сибэс лицензия № 208, Омская обл.",16655,2015-07-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",16408,2015-07-01
"Холдинвестбанк лицензия № 2837, Москва и обл.",16332,2015-07-01
"Капитал лицензия № 575, Москва и обл.",16245,2015-07-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",16067,2015-07-01
"Промсельхозбанк лицензия № 538, Москва и обл.",16047,2015-07-01
"Таатта лицензия № 1249, Саха (Якутия)",15752,2015-07-01
"Межрегионбанк лицензия № 1059, Москва и обл.",15697,2015-07-01
"Новокиб лицензия № 1747, Кемеровская обл.",15572,2015-07-01
"ПИР Банк лицензия № 2655, Москва и обл.",15496,2015-07-01
"Русстройбанк лицензия № 3205, Москва и обл.",15488,2015-07-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",15470,2015-07-01
"КОР лицензия № 2148, Волгоградская обл.",15403,2015-07-01
"Новый Век лицензия № 3417, Москва и обл.",15368,2015-07-01
"Альфа-Банк лицензия № 1326, Москва и обл.",15317,2015-07-01
"Тойота Банк лицензия № 3470, Москва и обл.",15285,2015-07-01
