лицензия,дата,банк
2063,2012-03-01,ФорБанк
2063,2012-04-01,ФорБанк
2063,2012-05-01,ФорБанк
2063,2012-06-01,ФорБанк
2063,2012-07-01,ФорБанк
2063,2012-08-01,ФорБанк
2063,2012-09-01,ФорБанк
2063,2012-10-01,ФорБанк
2063,2012-11-01,ФорБанк
2063,2012-12-01,ФорБанк
2063,2013-01-01,ФорБанк
2063,2013-02-01,ФорБанк
2063,2013-03-01,ФорБанк
2063,2013-04-01,ФорБанк
2063,2013-05-01,ФорБанк
2063,2013-06-01,ФорБанк
2063,2013-07-01,ФорБанк
2063,2013-08-01,ФорБанк
2063,2013-09-01,ФорБанк
2063,2013-10-01,ФорБанк
2063,2013-11-01,ФорБанк
2063,2013-12-01,ФорБанк
2063,2014-01-01,ФорБанк
2063,2014-02-01,ФорБанк
2063,2014-03-01,ФорБанк
2063,2014-04-01,ФорБанк
2063,2014-05-01,ФорБанк
2063,2014-06-01,ФорБанк
2063,2014-07-01,ФорБанк
2063,2014-08-01,ФорБанк
2063,2014-09-01,ФорБанк
2063,2014-10-01,ФорБанк
2063,2014-11-01,ФорБанк
2063,2014-12-01,ФорБанк
2063,2015-01-01,ФорБанк
2063,2015-01-01,ФорБанк
2063,2015-02-01,ФорБанк
2063,2015-03-01,ФорБанк
2063,2015-04-01,ФорБанк
2063,2015-05-01,ФорБанк
2063,2015-06-01,ФорБанк
2063,2015-08-01,ФорБанк
2063,2015-09-01,ФорБанк
2063,2015-10-01,ФорБанк
2063,2015-11-01,ФорБанк
2063,2015-12-01,ФорБанк
2063,2016-01-01,ФорБанк
2063,2016-02-01,ФорБанк
2063,2016-03-01,ФорБанк
2063,2016-04-01,ФорБанк
2063,2016-05-01,ФорБанк
2063,2016-06-01,ФорБанк
2063,2016-07-01,ФорБанк
2063,2016-08-01,ФорБанк
2063,2016-09-01,ФорБанк
2063,2016-10-01,ФорБанк
2063,2016-11-01,ФорБанк
2063,2016-12-01,ФорБанк
2063,2017-01-01,ФорБанк
2063,2017-02-01,ФорБанк
2063,2017-03-01,ФорБанк
2063,2017-04-01,ФорБанк
2063,2017-05-01,ФорБанк
2063,2017-06-01,ФорБанк
2063,2017-07-01,ФорБанк
2063,2017-08-01,ФорБанк
2063,2017-09-01,ФорБанк
2063,2017-10-01,ФорБанк
2063,2017-11-01,ФорБанк
2063,2017-12-01,ФорБанк
2065,2010-02-01,Живаго-Банк
2065,2010-03-01,Живаго-Банк
2065,2010-04-01,Живаго-Банк
2065,2010-05-01,Живаго-Банк
2065,2010-06-01,Живаго-Банк
2065,2010-07-01,Живаго-Банк
2065,2010-08-01,Живаго-Банк
2065,2010-09-01,Живаго-Банк
2065,2010-10-01,Живаго-Банк
2065,2010-11-01,Живаго-Банк
2065,2010-12-01,Живаго-Банк
2065,2011-01-01,Живаго-Банк
2065,2011-02-01,Живаго-Банк
2065,2011-03-01,Живаго-Банк
2065,2011-04-01,Живаго-Банк
2065,2011-05-01,Живаго-Банк
2065,2011-06-01,Живаго-Банк
2065,2011-07-01,Живаго-Банк
2065,2011-08-01,Живаго-Банк
2065,2011-09-01,Живаго-Банк
2065,2011-10-01,Живаго-Банк
2065,2011-11-01,Живаго-Банк
2065,2011-12-01,Живаго-Банк
2065,2012-01-01,Живаго-Банк
2065,2012-02-01,Живаго-Банк
2065,2012-03-01,Живаго-Банк
2065,2012-04-01,Живаго-Банк
2065,2012-05-01,Живаго-Банк
2065,2012-06-01,Живаго-Банк
2065,2012-07-01,Живаго-Банк
2065,2012-08-01,Живаго-Банк
2065,2012-09-01,Живаго-Банк
2065,2012-10-01,Живаго-Банк
2065,2012-11-01,Живаго-Банк
2065,2012-12-01,Живаго-Банк
2065,2013-01-01,Живаго-Банк
2065,2013-02-01,Живаго-Банк
2065,2013-03-01,Живаго-Банк
2065,2013-04-01,Живаго-Банк
2065,2013-05-01,Живаго-Банк
2065,2013-06-01,Живаго-Банк
2065,2013-07-01,Живаго-Банк
2065,2013-08-01,Живаго-Банк
2065,2013-09-01,Живаго-Банк
2065,2013-10-01,Живаго-Банк
2065,2013-11-01,Живаго-Банк
2065,2013-12-01,Живаго-Банк
2065,2014-01-01,Живаго-Банк
2065,2014-02-01,Живаго-Банк
2065,2014-03-01,Живаго-Банк
2065,2014-04-01,Живаго-Банк
2065,2014-05-01,Живаго-Банк
2065,2014-06-01,Живаго-Банк
2065,2014-07-01,Живаго-Банк
2065,2014-08-01,Живаго-Банк
2065,2014-09-01,Живаго-Банк
2065,2014-10-01,Живаго-Банк
2065,2014-11-01,Живаго-Банк
2065,2014-12-01,Живаго-Банк
2065,2015-01-01,Живаго-Банк
2065,2015-01-01,Живаго-Банк
2065,2015-02-01,Живаго-Банк
2065,2015-03-01,Живаго-Банк
2065,2015-04-01,Живаго-Банк
2065,2015-05-01,Живаго-Банк
2065,2015-06-01,Живаго-Банк
2065,2015-08-01,Живаго-Банк
2065,2015-09-01,Живаго-Банк
2065,2015-10-01,Живаго-Банк
2065,2015-11-01,Живаго-Банк
2065,2015-12-01,Живаго-Банк
2065,2016-01-01,Живаго-Банк
2065,2016-02-01,Живаго-Банк
2065,2016-03-01,Живаго-Банк
2065,2016-04-01,Живаго-Банк
2065,2016-05-01,Живаго-Банк
2065,2016-06-01,Живаго-Банк
2065,2016-07-01,Живаго-Банк
2065,2016-08-01,Живаго-Банк
2065,2016-09-01,Живаго-Банк
2065,2016-10-01,Живаго-Банк
2065,2016-11-01,Живаго-Банк
2065,2016-12-01,Живаго-Банк
2065,2017-01-01,Живаго-Банк
2065,2017-02-01,Живаго-Банк
2065,2017-03-01,Живаго-Банк
2065,2017-04-01,Живаго-Банк
2065,2017-05-01,Живаго-Банк
2065,2017-06-01,Живаго-Банк
2065,2017-07-01,Живаго-Банк
2065,2017-08-01,Живаго-Банк
2065,2017-09-01,Живаго-Банк
2065,2017-10-01,Живаго-Банк
2065,2017-11-01,Живаго-Банк
2065,2017-12-01,Живаго-Банк
2070,2010-06-01,Алтынбанк
2070,2010-07-01,Алтынбанк
2070,2010-08-01,Алтынбанк
2070,2010-09-01,Алтынбанк
2070,2010-11-01,Алтынбанк
2070,2010-12-01,Алтынбанк
2070,2012-03-01,Алтынбанк
2070,2012-04-01,Алтынбанк
2070,2012-05-01,Алтынбанк
2070,2012-06-01,Алтынбанк
2070,2012-07-01,Алтынбанк
2070,2012-08-01,Алтынбанк
2070,2012-09-01,Алтынбанк
2070,2012-10-01,Алтынбанк
2070,2012-11-01,Алтынбанк
2070,2012-12-01,Алтынбанк
2070,2013-01-01,Алтынбанк
2070,2013-02-01,Алтынбанк
2070,2013-03-01,Алтынбанк
2070,2013-04-01,Алтынбанк
2070,2013-05-01,Алтынбанк
2070,2013-06-01,Алтынбанк
2070,2013-07-01,Алтынбанк
2070,2013-08-01,Алтынбанк
2070,2013-09-01,Алтынбанк
2070,2013-10-01,Алтынбанк
2070,2013-11-01,Алтынбанк
2070,2013-12-01,Алтынбанк
2070,2014-01-01,Алтынбанк
2070,2014-02-01,Алтынбанк
2070,2014-03-01,Алтынбанк
2070,2014-04-01,Алтынбанк
2070,2014-05-01,Алтынбанк
2070,2014-06-01,Алтынбанк
2070,2014-07-01,Алтынбанк
2070,2014-08-01,Алтынбанк
2070,2014-09-01,Алтынбанк
2070,2014-10-01,Алтынбанк
2070,2014-11-01,Алтынбанк
2070,2014-12-01,Алтынбанк
2070,2015-01-01,Алтынбанк
2070,2015-02-01,Алтынбанк
2070,2015-03-01,Алтынбанк
2070,2015-04-01,Алтынбанк
2070,2015-05-01,Алтынбанк
2070,2015-06-01,Алтынбанк
2070,2015-07-01,Алтынбанк
2070,2015-08-01,Алтынбанк
2070,2015-09-01,Алтынбанк
2070,2015-10-01,Алтынбанк
2070,2015-11-01,Алтынбанк
2070,2015-12-01,Алтынбанк
2070,2016-01-01,Алтынбанк
2070,2016-02-01,Алтынбанк
2070,2016-03-01,Алтынбанк
2070,2016-04-01,Алтынбанк
2070,2016-05-01,Алтынбанк
2070,2016-06-01,Алтынбанк
2070,2016-07-01,Алтынбанк
2070,2016-08-01,Алтынбанк
2070,2016-09-01,Алтынбанк
2070,2016-10-01,Алтынбанк
2070,2016-11-01,Алтынбанк
2070,2016-12-01,Алтынбанк
2070,2017-01-01,Алтынбанк
2070,2017-02-01,Алтынбанк
2070,2017-03-01,Алтынбанк
2070,2017-04-01,Алтынбанк
2070,2017-05-01,Алтынбанк
2070,2017-06-01,Алтынбанк
2070,2017-07-01,Алтынбанк
2070,2017-08-01,Алтынбанк
2070,2017-09-01,Алтынбанк
2070,2017-10-01,Алтынбанк
2070,2017-11-01,Алтынбанк
2070,2017-12-01,Алтынбанк
2071,2010-02-01,Плато-Банк
2071,2010-03-01,Плато-Банк
2071,2010-05-01,Плато-Банк
2071,2010-06-01,Плато-Банк
2071,2010-08-01,Плато-Банк
2071,2010-09-01,Плато-Банк
2071,2010-10-01,Плато-Банк
2071,2010-11-01,Плато-Банк
2071,2011-01-01,Плато-Банк
2071,2011-02-01,Плато-Банк
2071,2011-03-01,Плато-Банк
2071,2011-04-01,Плато-Банк
2071,2011-05-01,Плато-Банк
2071,2011-06-01,Плато-Банк
2071,2011-07-01,Плато-Банк
2071,2011-08-01,Плато-Банк
2071,2011-09-01,Плато-Банк
2071,2011-10-01,Плато-Банк
2071,2011-11-01,Плато-Банк
2071,2011-12-01,Плато-Банк
2071,2012-01-01,Плато-Банк
2071,2012-02-01,Плато-Банк
2071,2012-03-01,Плато-Банк
2071,2012-04-01,Плато-Банк
2071,2012-05-01,Плато-Банк
2071,2012-06-01,Плато-Банк
2071,2012-07-01,Плато-Банк
2071,2012-08-01,Плато-Банк
2071,2012-09-01,Плато-Банк
2071,2012-10-01,Плато-Банк
2071,2012-11-01,Плато-Банк
2071,2012-12-01,Плато-Банк
2071,2013-01-01,Плато-Банк
2071,2013-02-01,Плато-Банк
2071,2013-03-01,Плато-Банк
2071,2013-04-01,Плато-Банк
2071,2013-05-01,Плато-Банк
2071,2013-06-01,Плато-Банк
2071,2013-07-01,Плато-Банк
2071,2013-08-01,Плато-Банк
2071,2013-09-01,Плато-Банк
2071,2013-10-01,Плато-Банк
2071,2013-11-01,Плато-Банк
2071,2013-12-01,Плато-Банк
2071,2014-01-01,Плато-Банк
2071,2014-02-01,Плато-Банк
2071,2014-03-01,Плато-Банк
2071,2014-04-01,Плато-Банк
2071,2014-05-01,Плато-Банк
2071,2014-06-01,Плато-Банк
2071,2014-07-01,Плато-Банк
2071,2014-08-01,Плато-Банк
2071,2014-09-01,Плато-Банк
2071,2014-10-01,Плато-Банк
2071,2014-11-01,Плато-Банк
2071,2014-12-01,Плато-Банк
2071,2015-01-01,Плато-Банк
2071,2015-02-01,Плато-Банк
2071,2015-03-01,Плато-Банк
2071,2015-04-01,Плато-Банк
2071,2015-05-01,Плато-Банк
2073,2010-02-01,Банк МБФИ
2073,2010-03-01,Банк МБФИ
2073,2010-04-01,Банк МБФИ
2073,2010-05-01,Банк МБФИ
2073,2010-06-01,Банк МБФИ
2073,2010-07-01,Банк МБФИ
2073,2010-08-01,Банк МБФИ
2073,2010-09-01,Банк МБФИ
2073,2010-10-01,Банк МБФИ
2073,2010-11-01,Банк МБФИ
2073,2010-12-01,Банк МБФИ
2073,2011-01-01,Банк МБФИ
2073,2011-02-01,Банк МБФИ
2073,2011-03-01,Банк МБФИ
2073,2011-04-01,Банк МБФИ
2073,2011-05-01,Банк МБФИ
2073,2011-06-01,Банк МБФИ
2073,2011-07-01,Банк МБФИ
2073,2011-08-01,Банк МБФИ
2073,2011-09-01,Банк МБФИ
2073,2011-10-01,Банк МБФИ
2073,2011-11-01,Банк МБФИ
2073,2011-12-01,Банк МБФИ
2073,2012-01-01,Банк МБФИ
2073,2012-02-01,Банк МБФИ
2073,2012-03-01,Банк МБФИ
2073,2012-04-01,Банк МБФИ
2073,2012-05-01,Банк МБФИ
2073,2012-06-01,Банк МБФИ
2073,2012-07-01,Банк МБФИ
2073,2012-08-01,Банк МБФИ
2073,2012-09-01,Банк МБФИ
2073,2012-10-01,Банк МБФИ
2073,2012-11-01,Банк МБФИ
2073,2012-12-01,Банк МБФИ
2073,2013-01-01,Банк МБФИ
2073,2013-02-01,Банк МБФИ
2073,2013-03-01,Банк МБФИ
2073,2013-04-01,Банк МБФИ
2073,2013-05-01,Банк МБФИ
2073,2013-06-01,Банк МБФИ
2073,2013-07-01,Банк МБФИ
2073,2013-08-01,Банк МБФИ
2073,2013-09-01,Банк МБФИ
2073,2013-10-01,Банк МБФИ
2073,2013-11-01,Банк МБФИ
2073,2013-12-01,Банк МБФИ
2073,2014-01-01,Банк МБФИ
2073,2014-02-01,Банк МБФИ
2073,2014-03-01,Банк МБФИ
2073,2014-04-01,Банк МБФИ
2073,2014-05-01,Банк МБФИ
2073,2014-06-01,Банк МБФИ
2073,2014-07-01,Банк МБФИ
2073,2014-08-01,Банк МБФИ
2073,2014-09-01,Банк МБФИ
2073,2014-10-01,Банк МБФИ
2073,2014-11-01,Банк МБФИ
2073,2014-12-01,Банк МБФИ
2073,2015-01-01,Банк МБФИ
2073,2015-02-01,Банк МБФИ
2073,2015-03-01,Банк МБФИ
2073,2015-04-01,Банк МБФИ
2073,2015-05-01,Банк МБФИ
2073,2015-06-01,Банк МБФИ
2073,2015-07-01,Банк МБФИ
2073,2015-08-01,Банк МБФИ
2073,2015-09-01,Банк МБФИ
2073,2015-10-01,Банк МБФИ
2073,2015-11-01,Банк МБФИ
2073,2015-12-01,Банк МБФИ
2073,2016-01-01,Банк МБФИ
2073,2016-02-01,Банк МБФИ
2073,2016-03-01,Банк МБФИ
2073,2016-04-01,Банк МБФИ
2074,2010-06-01,Объединенный Национальный Банк
2074,2010-07-01,Объединенный Национальный Банк
2074,2010-08-01,Объединенный Национальный Банк
2074,2011-01-01,Объединенный Национальный Банк
2074,2011-02-01,Объединенный Национальный Банк
2074,2011-03-01,Объединенный Национальный Банк
2074,2011-04-01,Объединенный Национальный Банк
2074,2011-05-01,Объединенный Национальный Банк
2074,2011-06-01,Объединенный Национальный Банк
2074,2011-07-01,Объединенный Национальный Банк
