Лицензия_банк,ИД_1400,дата
"Костромаселькомбанк лицензия № 1115, Костромская обл.",26518,2015-11-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",26249,2015-11-01
"БМВ Банк лицензия № 3482, Москва и обл.",26166,2015-11-01
"Альтернатива лицензия № 3452, Москва и обл.",25996,2015-11-01
"Банк Зенит лицензия № 3255, Москва и обл.",25879,2015-11-01
"СМБ-Банк лицензия № 3504, Санкт-Петербург и обл.",25747,2015-11-01
"Курган лицензия № 2568, Курганская обл.",25454,2015-11-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",25356,2015-11-01
"ИРС лицензия № 272, Москва и обл.",24933,2015-11-01
"Зенит Сочи лицензия № 232, Краснодарский край",24872,2015-11-01
"Енисей лицензия № 474, Красноярский край",24238,2015-11-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",24021,2015-11-01
"Информпрогресс лицензия № 2166, Москва и обл.",23845,2015-11-01
"Сибирский Банк Реконструкции и Развития лицензия № 1284, Тюменская обл.",23750,2015-11-01
"РН Банк лицензия № 170, Москва и обл.",22755,2015-11-01
"Риабанк лицензия № 3434, Москва и обл.",22700,2015-11-01
"Крыловский лицензия № 456, Краснодарский край",22672,2015-11-01
"Дальний Восток лицензия № 3318, Тульская обл.",22533,2015-11-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",22519,2015-11-01
"Байкалкредобанк лицензия № 2990, Иркутская обл.",22312,2015-11-01
"Вакобанк лицензия № 1291, Псковская обл.",22247,2015-11-01
"Фольксваген Банк Рус лицензия № 3500, Москва и обл.",22158,2015-11-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",22107,2015-11-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",21844,2015-11-01
"СДМ-Банк лицензия № 1637, Москва и обл.",21718,2015-11-01
"Народный Инвестиционный Банк лицензия № 2876, Самарская обл.",21461,2015-11-01
"Камский Горизонт лицензия № 2554, Татарстан",21230,2015-11-01
"Далена Банк лицензия № 1948, Москва и обл.",21211,2015-11-01
"Бум-Банк лицензия № 1137, Кабардино-Балкария",21107,2015-11-01
"Татагропромбанк лицензия № 728, Татарстан",21087,2015-11-01
"Спиритбанк лицензия № 2053, Тульская обл.",20895,2015-11-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",20755,2015-11-01
"Еврокредит лицензия № 2957, Москва и обл.",20685,2015-11-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",20517,2015-11-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",20476,2015-11-01
"Солид Банк лицензия № 1329, Камчатская обл.",20268,2015-11-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",20232,2015-11-01
"МС Банк Рус лицензия № 2789, Москва и обл.",20210,2015-11-01
"Балаково-Банк лицензия № 444, Саратовская обл.",19952,2015-11-01
"НОКССбанк лицензия № 3202, Волгоградская обл.",19937,2015-11-01
"Арзамас лицензия № 1281, Нижегородская обл.",19927,2015-11-01
"Таганрогбанк лицензия № 3136, Ростовская обл.",19912,2015-11-01
"Сервис-Резерв лицензия № 2034, Москва и обл.",19895,2015-11-01
"Алма Банк лицензия № 604, Москва и обл.",19833,2015-11-01
"Росэксимбанк лицензия № 2790, Москва и обл.",19715,2015-11-01
"Кредит-Москва лицензия № 5, Москва и обл.",19680,2015-11-01
"Дружба лицензия № 990, Тюменская обл.",19613,2015-11-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",19425,2015-11-01
"Эльбин лицензия № 2267, Дагестан",19410,2015-11-01
"Столичный Кредит лицензия № 2853, Москва и обл.",19171,2015-11-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",19144,2015-11-01
"Локо-Банк лицензия № 2707, Москва и обл.",19108,2015-11-01
"Почтобанк лицензия № 1788, Пермская обл.",18965,2015-11-01
"Промсельхозбанк лицензия № 538, Москва и обл.",18922,2015-11-01
"Крона-Банк лицензия № 2499, Иркутская обл.",18621,2015-11-01
"Автоградбанк лицензия № 1455, Татарстан",18451,2015-11-01
"Социум-Банк лицензия № 2881, Москва и обл.",18398,2015-11-01
"Ресурс-Траст лицензия № 3122, Москва и обл.",18373,2015-11-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",18318,2015-11-01
"Первобанк лицензия № 3461, Самарская обл.",18263,2015-11-01
"Максимум лицензия № 466, Ростовская обл.",18237,2015-11-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",18228,2015-11-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",18221,2015-11-01
"Гефест лицензия № 1046, Тверская обл.",18158,2015-11-01
"Майкопбанк лицензия № 1136, Адыгея",18144,2015-11-01
"Российская Финансовая Корпорация лицензия № 3099, Москва и обл.",17958,2015-11-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",17839,2015-11-01
"Бенифит-Банк лицензия № 3229, Москва и обл.",17833,2015-11-01
"МВС Банк лицензия № 2407, Дагестан",17727,2015-11-01
"Холмск лицензия № 503, Сахалинская обл.",17546,2015-11-01
"Промсвязьинвест лицензия № 2761, Дагестан",17544,2015-11-01
"Кемсоцинбанк лицензия № 96, Кемеровская обл.",17537,2015-11-01
"Саммит Банк лицензия № 85, Приморский край",17523,2015-11-01
"Сельмашбанк лицензия № 106, Ростовская обл.",17489,2015-11-01
"НБК-Банк лицензия № 3283, Москва и обл.",17458,2015-11-01
"Северный Народный Банк лицензия № 2721, Коми",17360,2015-11-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",17287,2015-11-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",17201,2015-11-01
"Вкабанк лицензия № 1027, Астраханская обл.",17201,2015-11-01
"Итуруп лицензия № 2390, Сахалинская обл.",17192,2015-11-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",17006,2015-11-01
"Стандарт-Кредит лицензия № 841, Адыгея",16920,2015-11-01
"Гута-Банк лицензия № 256, Москва и обл.",16873,2015-11-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",16865,2015-11-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",16693,2015-11-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",16662,2015-11-01
"Долинск лицензия № 857, Сахалинская обл.",16639,2015-11-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",16583,2015-11-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",16582,2015-11-01
"Центрально-Азиатский лицензия № 3037, Хакасия",16578,2015-11-01
"Великие Луки Банк лицензия № 598, Псковская обл.",16514,2015-11-01
"Уралприватбанк лицензия № 153, Свердловская обл.",16503,2015-11-01
"Роспромбанк лицензия № 3204, Москва и обл.",16495,2015-11-01
"1Банк лицензия № 2896, Северная Осетия — Алания",16464,2015-11-01
"Банк ВВБ лицензия № 1093, Севастополь",16463,2015-11-01
"Северо-Западный 1 Альянс Банк лицензия № 766, Санкт-Петербург и обл.",16395,2015-11-01
"Новобанк лицензия № 1352, Новгородская обл.",16369,2015-11-01
"Кедр лицензия № 1574, Красноярский край",16363,2015-11-01
"Калуга лицензия № 1151, Калужская обл.",16360,2015-11-01
"Донкомбанк лицензия № 492, Ростовская обл.",16301,2015-11-01
"Европейский Стандарт лицензия № 3200, Кабардино-Балкария",16263,2015-11-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",16205,2015-11-01
"Центр-инвест лицензия № 2225, Ростовская обл.",16200,2015-11-01
"Пермь лицензия № 875, Пермская обл.",16178,2015-11-01
"Бинбанк Столица лицензия № 3052, Москва и обл.",16102,2015-11-01
"НС Банк лицензия № 3124, Москва и обл.",16092,2015-11-01
"Евроальянс лицензия № 1781, Ивановская обл.",16040,2015-11-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",16004,2015-11-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",15993,2015-11-01
"Славия лицензия № 2664, Москва и обл.",15988,2015-11-01
"Витязь лицензия № 2890, Москва и обл.",15970,2015-11-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",15845,2015-11-01
"Жилкредит лицензия № 1736, Москва и обл.",15825,2015-11-01
"Москва-Сити лицензия № 3247, Москва и обл.",15783,2015-11-01
"Вест лицензия № 2605, Москва и обл.",15747,2015-11-01
"Таатта лицензия № 1249, Саха (Якутия)",15623,2015-11-01
"Йошкар-Ола лицензия № 2802, Марий Эл",15503,2015-11-01
"АлтайБизнес-Банк лицензия № 2388, Алтайский край",15405,2015-11-01
"Космос лицензия № 2245, Москва и обл.",15373,2015-11-01
"Берейт лицензия № 3505, Санкт-Петербург и обл.",15352,2015-11-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",15300,2015-11-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",15288,2015-11-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",15217,2015-11-01
"Нальчик лицензия № 695, Кабардино-Балкария",15205,2015-11-01
"Вологдабанк лицензия № 992, Вологодская обл.",15201,2015-11-01
"РБА лицензия № 3413, Москва и обл.",15171,2015-11-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",15151,2015-11-01
"Северстройбанк лицензия № 3507, Вологодская обл.",15147,2015-11-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",15130,2015-11-01
"Риал-Кредит лицензия № 3393, Москва и обл.",15060,2015-11-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",15039,2015-11-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",15039,2015-11-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",15019,2015-11-01
"Финам Банк лицензия № 2799, Москва и обл.",14892,2015-11-01
"Ланта-Банк лицензия № 1920, Москва и обл.",14860,2015-11-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",14839,2015-11-01
"Оргбанк лицензия № 3312, Москва и обл.",14837,2015-11-01
"Кранбанк лицензия № 2271, Ивановская обл.",14792,2015-11-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",14791,2015-11-01
"Примтеркомбанк лицензия № 21, Приморский край",14788,2015-11-01
"Русское Финансовое Общество лицензия № 3427, Москва и обл.",14750,2015-11-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",14749,2015-11-01
"Кредпромбанк лицензия № 1165, Ярославская обл.",14716,2015-11-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",14700,2015-11-01
"Тайдон лицензия № 2085, Кемеровская обл.",14693,2015-11-01
"ФИА-Банк лицензия № 2542, Самарская обл.",14684,2015-11-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",14663,2015-11-01
"Акцент лицензия № 696, Оренбургская обл.",14656,2015-11-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",14561,2015-11-01
"Химик лицензия № 1114, Нижегородская обл.",14543,2015-11-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",14508,2015-11-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",14487,2015-11-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",14332,2015-11-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",14312,2015-11-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",14253,2015-11-01
"Первоуральскбанк лицензия № 965, Свердловская обл.",14244,2015-11-01
"Снежинский лицензия № 1376, Челябинская обл.",14230,2015-11-01
"Тагилбанк лицензия № 1635, Свердловская обл.",14192,2015-11-01
"Автоторгбанк лицензия № 2776, Москва и обл.",14170,2015-11-01
"Платежный Клиринговый Дом лицензия № 3343, Москва и обл.",14148,2015-11-01
"Первый Дортрансбанк лицензия № 3271, Кировская обл.",14102,2015-11-01
"Агророс лицензия № 2860, Саратовская обл.",14059,2015-11-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",13965,2015-11-01
"МТИ-Банк лицензия № 1052, Москва и обл.",13914,2015-11-01
"Пульс Столицы лицензия № 3002, Москва и обл.",13892,2015-11-01
"Максима лицензия № 3379, Москва и обл.",13875,2015-11-01
"Саратов лицензия № 330, Саратовская обл.",13859,2015-11-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",13851,2015-11-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",13814,2015-11-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",13799,2015-11-01
"Евроазиатский Инвестиционный Банк лицензия № 2897, Москва и обл.",13742,2015-11-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",13704,2015-11-01
"ФорБанк лицензия № 2063, Москва и обл.",13669,2015-11-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",13662,2015-11-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",13654,2015-11-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",13647,2015-11-01
"Онего лицензия № 2484, Карелия",13613,2015-11-01
"Акция лицензия № 927, Ивановская обл.",13592,2015-11-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",13584,2015-11-01
"Преодоление лицензия № 2649, Москва и обл.",13559,2015-11-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",13526,2015-11-01
"Вологжанин лицензия № 1896, Вологодская обл.",13523,2015-11-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",13514,2015-11-01
"Газтрансбанк лицензия № 665, Адыгея",13492,2015-11-01
"Верхневолжский лицензия № 1084, Ярославская обл.",13454,2015-11-01
"Углеметбанк лицензия № 2997, Челябинская обл.",13449,2015-11-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",13412,2015-11-01
"Торговый Городской Банк лицензия № 3180, Тверская обл.",13403,2015-11-01
"Русский Банк Сбережений лицензия № 779, Ставропольский край",13383,2015-11-01
"Владпромбанк лицензия № 870, Владимирская обл.",13368,2015-11-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",13367,2015-11-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",13350,2015-11-01
"УМ-Банк лицензия № 1441, Свердловская обл.",13342,2015-11-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",13332,2015-11-01
"Инвестсоцбанк лицензия № 3010, Москва и обл.",13328,2015-11-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",13322,2015-11-01
"Акцепт лицензия № 567, Новосибирская обл.",13315,2015-11-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",13300,2015-11-01
"Экспобанк лицензия № 2998, Москва и обл.",13258,2015-11-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",13240,2015-11-01
"Рента-Банк лицензия № 3095, Москва и обл.",13207,2015-11-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",13205,2015-11-01
"Земский Банк лицензия № 2900, Самарская обл.",13205,2015-11-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",13132,2015-11-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",13123,2015-11-01
"Майский лицензия № 1673, Кабардино-Балкария",13107,2015-11-01
"Урал ФД лицензия № 249, Пермская обл.",13093,2015-11-01
"Ассоциация лицензия № 732, Нижегородская обл.",13075,2015-11-01
"Запсибкомбанк лицензия № 918, Тюменская обл.",13072,2015-11-01
"Зираат Банк лицензия № 2559, Москва и обл.",13063,2015-11-01
"Ноосфера лицензия № 2650, Республика Алтай",13029,2015-11-01
"Фора-Банк лицензия № 1885, Москва и обл.",13026,2015-11-01
"Северный Кредит лицензия № 2398, Вологодская обл.",12973,2015-11-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",12965,2015-11-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",12951,2015-11-01
"РФИ Банк лицензия № 3351, Москва и обл.",12927,2015-11-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",12923,2015-11-01
"Холдинвестбанк лицензия № 2837, Москва и обл.",12915,2015-11-01
"Новокиб лицензия № 1747, Кемеровская обл.",12901,2015-11-01
"Аспект лицензия № 608, Москва и обл.",12864,2015-11-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",12862,2015-11-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",12803,2015-11-01
"Джаст Банк лицензия № 3503, Москва и обл.",12800,2015-11-01
"Яринтербанк лицензия № 2564, Ярославская обл.",12758,2015-11-01
"Аксонбанк лицензия № 680, Костромская обл.",12743,2015-11-01
"Возрождение лицензия № 1439, Москва и обл.",12742,2015-11-01
"Банк Раунд лицензия № 2506, Москва и обл.",12739,2015-11-01
"Капиталбанк лицензия № 2547, Ростовская обл.",12719,2015-11-01
"Норвик Банк лицензия № 902, Кировская обл.",12697,2015-11-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",12661,2015-11-01
"Златкомбанк лицензия № 568, Москва и обл.",12646,2015-11-01
"Банк Уралсиб лицензия № 2275, Москва и обл.",12618,2015-11-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",12617,2015-11-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",12510,2015-11-01
"Российский Капитал лицензия № 2312, Москва и обл.",12489,2015-11-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",12462,2015-11-01
"Челиндбанк лицензия № 485, Челябинская обл.",12452,2015-11-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",12444,2015-11-01
"Сибсоцбанк лицензия № 2015, Алтайский край",12432,2015-11-01
"Приполярком лицензия № 507, Тюменская обл.",12421,2015-11-01
"Альта-Банк лицензия № 2269, Москва и обл.",12405,2015-11-01
"Руна-Банк лицензия № 3207, Москва и обл.",12374,2015-11-01
"Московский Нефтехимический Банк лицензия № 1411, Москва и обл.",12372,2015-11-01
"Синергия лицензия № 2884, Саратовская обл.",12369,2015-11-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",12348,2015-11-01
"Росдорбанк лицензия № 1573, Москва и обл.",12315,2015-11-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",12260,2015-11-01
"Новация лицензия № 840, Адыгея",12259,2015-11-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",12257,2015-11-01
"Алжан лицензия № 2491, Дагестан",12233,2015-11-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",12226,2015-11-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",12209,2015-11-01
"Союз лицензия № 2307, Москва и обл.",12193,2015-11-01
"Проинвестбанк лицензия № 784, Пермская обл.",12186,2015-11-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",12185,2015-11-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",12158,2015-11-01
"Славянбанк лицензия № 804, Новгородская обл.",12154,2015-11-01
"Сетелем Банк лицензия № 2168, Москва и обл.",12096,2015-11-01
"Трансстройбанк лицензия № 2807, Москва и обл.",12093,2015-11-01
"Балтика лицензия № 967, Москва и обл.",12053,2015-11-01
"Банк Интеза лицензия № 2216, Москва и обл.",12033,2015-11-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",12011,2015-11-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",11941,2015-11-01
"Агроинкомбанк лицензия № 1946, Астраханская обл.",11919,2015-11-01
"Актив Банк лицензия № 2529, Мордовия",11913,2015-11-01
"Аверс лицензия № 415, Татарстан",11904,2015-11-01
"Вятич лицензия № 2796, Рязанская обл.",11873,2015-11-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",11842,2015-11-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",11837,2015-11-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",11748,2015-11-01
"КС Банк лицензия № 1752, Мордовия",11731,2015-11-01
"Региональный Коммерческий Банк лицензия № 836, Ульяновская обл.",11691,2015-11-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",11637,2015-11-01
"КОР лицензия № 2148, Волгоградская обл.",11613,2015-11-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",11600,2015-11-01
"Русь лицензия № 704, Оренбургская обл.",11594,2015-11-01
"Союзный лицензия № 3236, Москва и обл.",11589,2015-11-01
"ИТ Банк лицензия № 2609, Омская обл.",11586,2015-11-01
"Курскпромбанк лицензия № 735, Курская обл.",11570,2015-11-01
"ПИР Банк лицензия № 2655, Москва и обл.",11549,2015-11-01
"Аресбанк лицензия № 2914, Москва и обл.",11546,2015-11-01
"Хлынов лицензия № 254, Кировская обл.",11535,2015-11-01
"Агропромкредит лицензия № 2880, Москва и обл.",11526,2015-11-01
"Новый Символ лицензия № 370, Москва и обл.",11520,2015-11-01
"Тимер Банк лицензия № 1581, Татарстан",11477,2015-11-01
"Дальневосточный Банк лицензия № 843, Приморский край",11463,2015-11-01
"Идея Банк лицензия № 430, Краснодарский край",11423,2015-11-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",11419,2015-11-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",11417,2015-11-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",11404,2015-11-01
"Кросна-Банк лицензия № 2607, Москва и обл.",11391,2015-11-01
"Татсоцбанк лицензия № 480, Татарстан",11380,2015-11-01
"Эл Банк лицензия № 1025, Самарская обл.",11295,2015-11-01
"Екатерининский лицензия № 2167, Москва и обл.",11262,2015-11-01
"Кузнецкий лицензия № 609, Пензенская обл.",11257,2015-11-01
"Газбанк лицензия № 2316, Самарская обл.",11196,2015-11-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",11188,2015-11-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",11151,2015-11-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",11145,2015-11-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",11132,2015-11-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",11088,2015-11-01
"Богородский Муниципальный Банк лицензия № 2992, Москва и обл.",11085,2015-11-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",11069,2015-11-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",11042,2015-11-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",11040,2015-11-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",11006,2015-11-01
"Иваново лицензия № 1763, Ивановская обл.",11004,2015-11-01
"Девон-Кредит лицензия № 1972, Татарстан",10989,2015-11-01
"Руснарбанк лицензия № 3403, Москва и обл.",10985,2015-11-01
"Богородский лицензия № 1277, Нижегородская обл.",10970,2015-11-01
"Прохладный лицензия № 874, Кабардино-Балкария",10964,2015-11-01
"Кубань Кредит лицензия № 2518, Краснодарский край",10957,2015-11-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",10876,2015-11-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",10846,2015-11-01
"Солидарность (Москва) лицензия № 1555, Москва и обл.",10827,2015-11-01
"Инбанк лицензия № 1829, Москва и обл.",10826,2015-11-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",10811,2015-11-01
"Нико-Банк лицензия № 702, Оренбургская обл.",10746,2015-11-01
"Банк Глобус лицензия № 2438, Москва и обл.",10698,2015-11-01
"Банк РСИ лицензия № 3415, Москва и обл.",10651,2015-11-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",10640,2015-11-01
"Эргобанк лицензия № 2856, Москва и обл.",10620,2015-11-01
"Ростфинанс лицензия № 481, Ростовская обл.",10599,2015-11-01
"Нарат лицензия № 1902, Саратовская обл.",10597,2015-11-01
"Росэнергобанк лицензия № 2211, Москва и обл.",10451,2015-11-01
"Алтынбанк лицензия № 2070, Татарстан",10419,2015-11-01
"Плюс Банк лицензия № 1189, Москва и обл.",10414,2015-11-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",10390,2015-11-01
"Океан Банк лицензия № 1697, Москва и обл.",10351,2015-11-01
"Мегаполис лицензия № 3265, Чувашия",10341,2015-11-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",10304,2015-11-01
"Невастройинвест лицензия № 1926, Санкт-Петербург и обл.",10213,2015-11-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",10213,2015-11-01
"Энергобанк лицензия № 67, Татарстан",10211,2015-11-01
"Булгар Банк лицензия № 1917, Татарстан",10198,2015-11-01
"Айви Банк лицензия № 2055, Москва и обл.",10195,2015-11-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",10169,2015-11-01
"БыстроБанк лицензия № 1745, Удмуртия",10168,2015-11-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",10162,2015-11-01
"Соколовский лицензия № 2830, Москва и обл.",10157,2015-11-01
"Новикомбанк лицензия № 2546, Москва и обл.",10151,2015-11-01
"РосинтерБанк лицензия № 226, Москва и обл.",10137,2015-11-01
"Банк РСБ 24 (Русславбанк) лицензия № 1073, Москва и обл.",10120,2015-11-01
"Майма лицензия № 1037, Москва и обл.",10073,2015-11-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",10072,2015-11-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",10007,2015-11-01
"ББР Банк лицензия № 2929, Москва и обл.",10004,2015-11-01
"Легион лицензия № 3117, Москва и обл.",10004,2015-11-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",9980,2015-11-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",9980,2015-11-01
"Церих лицензия № 3278, Орловская обл.",9868,2015-11-01
"Ижкомбанк лицензия № 646, Удмуртия",9865,2015-11-01
"Воронеж лицензия № 654, Воронежская обл.",9860,2015-11-01
"Севзапинвестпромбанк лицензия № 2152, Санкт-Петербург и обл.",9856,2015-11-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",9845,2015-11-01
"Вокбанк лицензия № 312, Нижегородская обл.",9815,2015-11-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",9807,2015-11-01
"Глобэкс лицензия № 1942, Москва и обл.",9726,2015-11-01
"Славянский Кредит лицензия № 2960, Москва и обл.",9725,2015-11-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",9703,2015-11-01
"РТС-Банк лицензия № 3401, Самарская обл.",9643,2015-11-01
"Капитал лицензия № 575, Москва и обл.",9598,2015-11-01
"Россельхозбанк лицензия № 3349, Москва и обл.",9583,2015-11-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",9583,2015-11-01
"Эксперт Банк лицензия № 2949, Омская обл.",9559,2015-11-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.",9547,2015-11-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",9529,2015-11-01
"Примсоцбанк лицензия № 2733, Приморский край",9515,2015-11-01
"МФБанк лицензия № 3163, Москва и обл.",9462,2015-11-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",9458,2015-11-01
"Эко-Инвест лицензия № 3116, Москва и обл.",9444,2015-11-01
"Кредит Экспресс лицензия № 3186, Ростовская обл.",9399,2015-11-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",9394,2015-11-01
"Промрегионбанк лицензия № 2123, Томская обл.",9357,2015-11-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",9348,2015-11-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",9303,2015-11-01
"Спецстройбанк лицензия № 236, Москва и обл.",9292,2015-11-01
"Развитие-Столица лицензия № 3013, Москва и обл.",9288,2015-11-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",9286,2015-11-01
"Новопокровский лицензия № 467, Краснодарский край",9254,2015-11-01
"Рублев лицензия № 3098, Москва и обл.",9215,2015-11-01
"Банк Казани лицензия № 708, Татарстан",9173,2015-11-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",9159,2015-11-01
