Лицензия_банк,ИД_1600,дата
"БМ-Банк лицензия № 2748, Москва и обл.",1068,2015-10-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",1068,2015-10-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",1067,2015-10-01
"Эргобанк лицензия № 2856, Москва и обл.",1060,2015-10-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",1059,2015-10-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",1056,2015-10-01
"Банк Уралсиб лицензия № 2275, Москва и обл.",1056,2015-10-01
"АйМаниБанк лицензия № 1975, Москва и обл.",1045,2015-10-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",1044,2015-10-01
"Айви Банк лицензия № 2055, Москва и обл.",1043,2015-10-01
"БайкалБанк лицензия № 2632, Бурятия",1040,2015-10-01
"Темпбанк лицензия № 55, Москва и обл.",1035,2015-10-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",1034,2015-10-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",1033,2015-10-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",1030,2015-10-01
"Башкомснаббанк лицензия № 1398, Башкортостан",1024,2015-10-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",1023,2015-10-01
"Витязь лицензия № 2890, Москва и обл.",1022,2015-10-01
"Унифин лицензия № 2654, Москва и обл.",1021,2015-10-01
"Региональный Банк Развития — Московский филиал лицензия № 2782, Москва и обл.",1016,2015-10-01
"Дил-Банк лицензия № 3384, Москва и обл.",1015,2015-10-01
"Почта Банк лицензия № 650, Москва и обл.",1010,2015-10-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",473,2015-10-01
"Тимер Банк лицензия № 1581, Татарстан",409,2015-10-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",355,2015-10-01
"Связной Банк лицензия № 1961, Москва и обл.",98,2015-10-01
"Леноблбанк лицензия № 1003, Санкт-Петербург и обл.",19,2015-10-01
"Расчетные Решения лицензия № 3524, Москва и обл.",79578,2015-11-01
"ФФин Банк лицензия № 1143, Сахалинская обл.",73589,2015-11-01
"Вест лицензия № 2605, Москва и обл.",29050,2015-11-01
"Чайнасельхозбанк лицензия № 3529, Москва и обл.",22434,2015-11-01
"Умут лицензия № 2435, Дагестан",21510,2015-11-01
"Логос лицензия № 3233, Москва и обл.",16313,2015-11-01
"Расчетный Финансовый Дом лицензия № 3430, Санкт-Петербург и обл.",13934,2015-11-01
"Рунэтбанк лицензия № 2829, Москва и обл.",11430,2015-11-01
"АвтоКредитБанк лицензия № 1973, Татарстан",10657,2015-11-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.",10595,2015-11-01
"Азия Банк лицензия № 3183, Москва и обл.",10494,2015-11-01
"Алжан лицензия № 2491, Дагестан",10385,2015-11-01
"Континент Финанс лицензия № 149, Москва и обл.",10379,2015-11-01
"КЭБ ЭйчЭнБи Банк лицензия № 3525, Москва и обл.",10284,2015-11-01
"Континенталь лицензия № 3184, Ставропольский край",10162,2015-11-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.",10126,2015-11-01
"Транзит лицензия № 2688, Дагестан",9164,2015-11-01
"Олма-Банк лицензия № 3250, Москва и обл.",8977,2015-11-01
"Северстройбанк лицензия № 3507, Вологодская обл.",8901,2015-11-01
"Росэксимбанк лицензия № 2790, Москва и обл.",8899,2015-11-01
"Частный Расчетно-Кассовый Центр лицензия № 3420, Москва и обл.",8886,2015-11-01
"Европейский Стандарт лицензия № 3200, Кабардино-Балкария",8853,2015-11-01
"Альтернатива лицензия № 3452, Москва и обл.",8781,2015-11-01
"Севзапинвестпромбанк лицензия № 2152, Санкт-Петербург и обл.",8668,2015-11-01
"НКБ лицензия № 2942, Москва и обл.",8636,2015-11-01
"СМБ-Банк лицензия № 3504, Санкт-Петербург и обл.",8406,2015-11-01
"МВС Банк лицензия № 2407, Дагестан",8402,2015-11-01
"РусьРегионБанк лицензия № 685, Москва и обл.",8149,2015-11-01
"Рента-Банк лицензия № 3095, Москва и обл.",7978,2015-11-01
"Холдинвестбанк лицензия № 2837, Москва и обл.",7968,2015-11-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",7958,2015-11-01
"Башпромбанк лицензия № 1006, Башкортостан",7731,2015-11-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",7585,2015-11-01
"Майма лицензия № 1037, Москва и обл.",7558,2015-11-01
"Фидбэк лицензия № 3502, Москва и обл.",7509,2015-11-01
"КредитАльянс лицензия № 3472, Вологодская обл.",7485,2015-11-01
"Металлург лицензия № 2877, Москва и обл.",7367,2015-11-01
"Банк РСИ лицензия № 3415, Москва и обл.",7125,2015-11-01
"ВРБ лицензия № 3499, Москва и обл.",7122,2015-11-01
"Тайдон лицензия № 2085, Кемеровская обл.",7121,2015-11-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",6857,2015-11-01
"Энтузиастбанк лицензия № 3048, Москва и обл.",6819,2015-11-01
"Вкабанк лицензия № 1027, Астраханская обл.",6722,2015-11-01
"Русский Банк Сбережений лицензия № 779, Ставропольский край",6688,2015-11-01
"ЮМК лицензия № 3495, Краснодарский край",6612,2015-11-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",6536,2015-11-01
"Жилстройбанк лицензия № 2769, Москва и обл.",6455,2015-11-01
"Русьуниверсалбанк лицензия № 3293, Москва и обл.",6412,2015-11-01
"Геобанк лицензия № 2027, Москва и обл.",6386,2015-11-01
"Гефест лицензия № 1046, Тверская обл.",6245,2015-11-01
"Дальний Восток лицензия № 3318, Тульская обл.",6157,2015-11-01
"Внешфинбанк лицензия № 3173, Краснодарский край",6118,2015-11-01
"Зираат Банк лицензия № 2559, Москва и обл.",6107,2015-11-01
"Капитал лицензия № 575, Москва и обл.",6098,2015-11-01
"Народный Инвестиционный Банк лицензия № 2876, Самарская обл.",6093,2015-11-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",6073,2015-11-01
"Берейт лицензия № 3505, Санкт-Петербург и обл.",6049,2015-11-01
"Таганрогбанк лицензия № 3136, Ростовская обл.",5847,2015-11-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",5802,2015-11-01
"РБА лицензия № 3413, Москва и обл.",5783,2015-11-01
"Народный Банк Тувы лицензия № 1309, Тыва",5779,2015-11-01
"Великие Луки Банк лицензия № 598, Псковская обл.",5753,2015-11-01
"Стар Альянс лицензия № 3433, Москва и обл.",5745,2015-11-01
"Итуруп лицензия № 2390, Сахалинская обл.",5715,2015-11-01
"Кредо Финанс лицензия № 793, Дагестан",5660,2015-11-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",5655,2015-11-01
"21 Век лицензия № 3309, Санкт-Петербург и обл.",5653,2015-11-01
"Информпрогресс лицензия № 2166, Москва и обл.",5601,2015-11-01
"Далена Банк лицензия № 1948, Москва и обл.",5569,2015-11-01
"РНКБ лицензия № 1354, Симферополь",5540,2015-11-01
"Америкэн Экспресс Банк лицензия № 3460, Москва и обл.",5534,2015-11-01
"Ури Банк лицензия № 3479, Москва и обл.",5530,2015-11-01
"УМ-Банк лицензия № 1441, Свердловская обл.",5509,2015-11-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",5508,2015-11-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",5493,2015-11-01
"НОКССбанк лицензия № 3202, Волгоградская обл.",5469,2015-11-01
"Евразийский Банк лицензия № 969, Москва и обл.",5392,2015-11-01
"Платежный Центр лицензия № 3166, Новосибирская обл.",5350,2015-11-01
"Новый Век лицензия № 3417, Москва и обл.",5348,2015-11-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",5280,2015-11-01
"РИТЦ Банк лицензия № 2677, Москва и обл.",5251,2015-11-01
"Санкт-Петербургский Банк Инвестиций лицензия № 3468, Санкт-Петербург и обл.",5213,2015-11-01
"Акрополь лицензия № 3027, Москва и обл.",5205,2015-11-01
"Уралприватбанк лицензия № 153, Свердловская обл.",5198,2015-11-01
"Невастройинвест лицензия № 1926, Санкт-Петербург и обл.",5126,2015-11-01
"Приполярком лицензия № 507, Тюменская обл.",5104,2015-11-01
"Новокиб лицензия № 1747, Кемеровская обл.",5095,2015-11-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",5082,2015-11-01
"Максимум лицензия № 466, Ростовская обл.",5047,2015-11-01
"Эко-Инвест лицензия № 3116, Москва и обл.",5021,2015-11-01
"Си Ди Би Банк лицензия № 3339, Краснодарский край",5019,2015-11-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",4995,2015-11-01
"Вакобанк лицензия № 1291, Псковская обл.",4970,2015-11-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",4937,2015-11-01
"Терра лицензия № 3476, Москва и обл.",4923,2015-11-01
"Морган Стэнли Банк лицензия № 3456, Москва и обл.",4900,2015-11-01
"Банк МБФИ лицензия № 2073, Москва и обл.",4893,2015-11-01
"Флора-Москва лицензия № 533, Москва и обл.",4857,2015-11-01
"Мир Бизнес Банк лицензия № 3396, Москва и обл.",4848,2015-11-01
"Ресурс-Траст лицензия № 3122, Москва и обл.",4846,2015-11-01
"Дружба лицензия № 990, Тюменская обл.",4790,2015-11-01
"Новое Время лицензия № 3492, Москва и обл.",4767,2015-11-01
"Балаково-Банк лицензия № 444, Саратовская обл.",4700,2015-11-01
"Республиканский Кредитный Альянс лицензия № 3017, Москва и обл.",4696,2015-11-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.",4668,2015-11-01
"Центрально-Азиатский лицензия № 3037, Хакасия",4666,2015-11-01
"Экспо Финанс лицензия № 2594, Москва и обл.",4664,2015-11-01
"АлтайБизнес-Банк лицензия № 2388, Алтайский край",4651,2015-11-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",4598,2015-11-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",4595,2015-11-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",4588,2015-11-01
"Тендер-Банк лицензия № 2252, Москва и обл.",4551,2015-11-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.",4518,2015-11-01
"Миръ лицензия № 3089, Москва и обл.",4501,2015-11-01
"Стандарт-Кредит лицензия № 841, Адыгея",4485,2015-11-01
"Сумитомо Мицуи лицензия № 3494, Москва и обл.",4478,2015-11-01
"Турбобанк лицензия № 3203, Санкт-Петербург и обл.",4440,2015-11-01
"Первоуральскбанк лицензия № 965, Свердловская обл.",4431,2015-11-01
"Спецстройбанк лицензия № 236, Москва и обл.",4412,2015-11-01
"Анелик РУ лицензия № 3443, Москва и обл.",4402,2015-11-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",4384,2015-11-01
"Космос лицензия № 2245, Москва и обл.",4308,2015-11-01
"Межрегиональный Банк Реконструкции лицензия № 2620, Москва и обл.",4279,2015-11-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",4253,2015-11-01
"ГПБ-Ипотека лицензия № 2403, Москва и обл.",4207,2015-11-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",4204,2015-11-01
"Прохладный лицензия № 874, Кабардино-Балкария",4187,2015-11-01
"АББ лицензия № 2937, Москва и обл.",4151,2015-11-01
"Дом-Банк лицензия № 3209, Москва и обл.",4151,2015-11-01
"ИРС лицензия № 272, Москва и обл.",4142,2015-11-01
"Натиксис Банк лицензия № 3390, Москва и обл.",4137,2015-11-01
"Петербургский Расчетный Центр лицензия № 3306, Санкт-Петербург и обл.",4134,2015-11-01
"Расчетный Дом лицензия № 3350, Москва и обл.",4123,2015-11-01
"Московский Национальный Инвестиционный Банк лицензия № 3181, Москва и обл.",4112,2015-11-01
"Кредитинвест лицензия № 1197, Дагестан",4099,2015-11-01
"Центрально-Европейский Банк лицензия № 2670, Москва и обл.",4078,2015-11-01
"Славянбанк лицензия № 804, Новгородская обл.",4030,2015-11-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",3982,2015-11-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",3947,2015-11-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",3934,2015-11-01
"Аверс лицензия № 415, Татарстан",3923,2015-11-01
"Мико-Банк лицензия № 3195, Москва и обл.",3917,2015-11-01
"Вестерн Юнион ДП Восток лицензия № 2726, Москва и обл.",3901,2015-11-01
"Инновационный Расчетный Центр лицензия № 3447, Москва и обл.",3888,2015-11-01
"МС Банк Рус лицензия № 2789, Москва и обл.",3876,2015-11-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",3863,2015-11-01
"Сетевая Расчетная Палата лицензия № 3332, Татарстан",3856,2015-11-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",3855,2015-11-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",3842,2015-11-01
"Вестинтербанк лицензия № 3398, Москва и обл.",3810,2015-11-01
"Байкалкредобанк лицензия № 2990, Иркутская обл.",3794,2015-11-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",3773,2015-11-01
"ИК Банк лицензия № 1732, Татарстан",3762,2015-11-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",3746,2015-11-01
"Синергия лицензия № 2884, Саратовская обл.",3720,2015-11-01
"Майский лицензия № 1673, Кабардино-Балкария",3698,2015-11-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",3672,2015-11-01
"Данске Банк лицензия № 3307, Санкт-Петербург и обл.",3669,2015-11-01
"Курган лицензия № 2568, Курганская обл.",3667,2015-11-01
"Н-Банк лицензия № 3493, Москва и обл.",3667,2015-11-01
"Российская Финансовая Корпорация лицензия № 3099, Москва и обл.",3651,2015-11-01
"КОР лицензия № 2148, Волгоградская обл.",3640,2015-11-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",3625,2015-11-01
"Москва лицензия № 1661, Москва и обл.",3619,2015-11-01
"Камский Горизонт лицензия № 2554, Татарстан",3605,2015-11-01
"НБК-Банк лицензия № 3283, Москва и обл.",3604,2015-11-01
"ИР-Кредит лицензия № 1724, Москва и обл.",3585,2015-11-01
"Саратов лицензия № 330, Саратовская обл.",3580,2015-11-01
"Крокус-Банк лицензия № 2682, Москва и обл.",3577,2015-11-01
"Банк РМП лицензия № 2574, Москва и обл.",3569,2015-11-01
"Интеррасчет лицензия № 1618, Москва и обл.",3568,2015-11-01
"Новый Промышленный Банк лицензия № 930, Москва и обл.",3522,2015-11-01
"Ипозембанк лицензия № 3026, Самарская обл.",3471,2015-11-01
"Арсенал лицензия № 3000, Москва и обл.",3461,2015-11-01
"Татсоцбанк лицензия № 480, Татарстан",3452,2015-11-01
"Коммерческий Банк Развития лицензия № 3364, Москва и обл.",3447,2015-11-01
"Динамичные Системы лицензия № 3439, Москва и обл.",3441,2015-11-01
"Тальменка-Банк лицензия № 826, Алтайский край",3437,2015-11-01
"Москва-Сити лицензия № 3247, Москва и обл.",3433,2015-11-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",3403,2015-11-01
"Фольксваген Банк Рус лицензия № 3500, Москва и обл.",3386,2015-11-01
"Финарс Банк лицензия № 2938, Москва и обл.",3338,2015-11-01
"Химик лицензия № 1114, Нижегородская обл.",3324,2015-11-01
"МТИ-Банк лицензия № 1052, Москва и обл.",3315,2015-11-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",3292,2015-11-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",3261,2015-11-01
"Автоторгбанк лицензия № 2776, Москва и обл.",3258,2015-11-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",3255,2015-11-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",3250,2015-11-01
"РФИ Банк лицензия № 3351, Москва и обл.",3236,2015-11-01
"Вятич лицензия № 2796, Рязанская обл.",3217,2015-11-01
"Земкомбанк лицензия № 574, Ростовская обл.",3200,2015-11-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",3151,2015-11-01
"Акция лицензия № 927, Ивановская обл.",3141,2015-11-01
"Эльбин лицензия № 2267, Дагестан",3132,2015-11-01
"Чайна Констракшн лицензия № 3515, Москва и обл.",3130,2015-11-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",3110,2015-11-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",3091,2015-11-01
"Банк ВВБ лицензия № 1093, Севастополь",3085,2015-11-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",3085,2015-11-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.",3084,2015-11-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",3064,2015-11-01
"ЦентроКредит лицензия № 121, Москва и обл.",3052,2015-11-01
"Инвестсоцбанк лицензия № 3010, Москва и обл.",3044,2015-11-01
"Руссобанк лицензия № 2313, Москва и обл.",3040,2015-11-01
"Яндекс.Деньги лицензия № 3510, Россия",3028,2015-11-01
"Сириус лицензия № 3506, Омская обл.",3023,2015-11-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",3016,2015-11-01
"Жилкредит лицензия № 1736, Москва и обл.",3007,2015-11-01
"Финтрастбанк лицензия № 3104, Москва и обл.",3007,2015-11-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",3004,2015-11-01
"Сельмашбанк лицензия № 106, Ростовская обл.",2993,2015-11-01
"Пермь лицензия № 875, Пермская обл.",2969,2015-11-01
"Максима лицензия № 3379, Москва и обл.",2964,2015-11-01
"Газтрансбанк лицензия № 665, Адыгея",2943,2015-11-01
"Примтеркомбанк лицензия № 21, Приморский край",2939,2015-11-01
"Система лицензия № 2846, Москва и обл.",2931,2015-11-01
"Капиталбанк лицензия № 2547, Ростовская обл.",2922,2015-11-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",2919,2015-11-01
"Промсельхозбанк лицензия № 538, Москва и обл.",2901,2015-11-01
"Экономикс-Банк лицензия № 2136, Москва и обл.",2894,2015-11-01
"Океан Банк лицензия № 1697, Москва и обл.",2892,2015-11-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",2864,2015-11-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",2859,2015-11-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",2845,2015-11-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",2832,2015-11-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",2826,2015-11-01
"Сервис-Резерв лицензия № 2034, Москва и обл.",2819,2015-11-01
"Руна-Банк лицензия № 3207, Москва и обл.",2816,2015-11-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",2791,2015-11-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",2784,2015-11-01
"Арзамас лицензия № 1281, Нижегородская обл.",2772,2015-11-01
"Бинбанк Столица лицензия № 3052, Москва и обл.",2730,2015-11-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",2723,2015-11-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",2721,2015-11-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",2714,2015-11-01
"Булгар Банк лицензия № 1917, Татарстан",2702,2015-11-01
"Форус Банк лицензия № 3457, Нижегородская обл.",2657,2015-11-01
"Оней Банк лицензия № 3516, Москва и обл.",2654,2015-11-01
"Азия-Инвест Банк лицензия № 3303, Москва и обл.",2651,2015-11-01
"Спутник лицензия № 1071, Оренбургская обл.",2627,2015-11-01
"Платежный Клиринговый Дом лицензия № 3343, Москва и обл.",2621,2015-11-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",2617,2015-11-01
"Национальный Расчетный Депозитарий лицензия № 3294, Москва и обл.",2617,2015-11-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",2614,2015-11-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",2611,2015-11-01
"Соколовский лицензия № 2830, Москва и обл.",2606,2015-11-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",2602,2015-11-01
"Новобанк лицензия № 1352, Новгородская обл.",2595,2015-11-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.",2591,2015-11-01
"Онего лицензия № 2484, Карелия",2590,2015-11-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.",2571,2015-11-01
"Алтынбанк лицензия № 2070, Татарстан",2555,2015-11-01
"Оргбанк лицензия № 3312, Москва и обл.",2554,2015-11-01
"Калуга лицензия № 1151, Калужская обл.",2544,2015-11-01
"Нальчик лицензия № 695, Кабардино-Балкария",2544,2015-11-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",2535,2015-11-01
"Первый Дортрансбанк лицензия № 3271, Кировская обл.",2533,2015-11-01
"МСП Банк лицензия № 3340, Москва и обл.",2511,2015-11-01
"НСТ-Банк лицензия № 1738, Оренбургская обл.",2509,2015-11-01
"Регнум лицензия № 3373, Москва и обл.",2508,2015-11-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",2502,2015-11-01
"Руснарбанк лицензия № 3403, Москва и обл.",2502,2015-11-01
"Инкаробанк лицензия № 2696, Москва и обл.",2492,2015-11-01
"Элита лицензия № 1399, Калужская обл.",2477,2015-11-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",2473,2015-11-01
"Банк Агора лицензия № 3231, Москва и обл.",2472,2015-11-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",2467,2015-11-01
"Алма Банк лицензия № 604, Москва и обл.",2461,2015-11-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",2460,2015-11-01
"Кредпромбанк лицензия № 1165, Ярославская обл.",2451,2015-11-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",2447,2015-11-01
"Кремлевский лицензия № 2905, Москва и обл.",2434,2015-11-01
"Кредит Экспресс лицензия № 3186, Ростовская обл.",2433,2015-11-01
"Почтобанк лицензия № 1788, Пермская обл.",2418,2015-11-01
"Гута-Банк лицензия № 256, Москва и обл.",2415,2015-11-01
"Ишбанк лицензия № 2867, Москва и обл.",2412,2015-11-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",2409,2015-11-01
"Холмск лицензия № 503, Сахалинская обл.",2404,2015-11-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",2401,2015-11-01
"Северо-Западный 1 Альянс Банк лицензия № 766, Санкт-Петербург и обл.",2400,2015-11-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",2397,2015-11-01
"Мострансбанк лицензия № 2258, Москва и обл.",2389,2015-11-01
"Славянский Кредит лицензия № 2960, Москва и обл.",2383,2015-11-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",2373,2015-11-01
"Унифондбанк лицензия № 3416, Москва и обл.",2369,2015-11-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",2367,2015-11-01
"РИБ лицензия № 2749, Москва и обл.",2363,2015-11-01
"Акцент лицензия № 696, Оренбургская обл.",2362,2015-11-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",2355,2015-11-01
"Межрегиональный Почтовый Банк лицензия № 3171, Москва и обл.",2338,2015-11-01
"Коммерческий Индо Банк лицензия № 3446, Москва и обл.",2334,2015-11-01
"Ноосфера лицензия № 2650, Республика Алтай",2319,2015-11-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",2310,2015-11-01
"Эксперт Банк лицензия № 2949, Омская обл.",2306,2015-11-01
"Россита-Банк лицензия № 3257, Москва и обл.",2297,2015-11-01
"Уралфинанс лицензия № 1370, Свердловская обл.",2295,2015-11-01
"Саммит Банк лицензия № 85, Приморский край",2294,2015-11-01
"Сталь Банк лицензия № 2248, Москва и обл.",2285,2015-11-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",2270,2015-11-01
"Сибсоцбанк лицензия № 2015, Алтайский край",2264,2015-11-01
"Девон-Кредит лицензия № 1972, Татарстан",2256,2015-11-01
"Кемсоцинбанк лицензия № 96, Кемеровская обл.",2241,2015-11-01
"Развитие-Столица лицензия № 3013, Москва и обл.",2240,2015-11-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",2229,2015-11-01
"АРБ-Инкасс лицензия № 3353, Москва и обл.",2223,2015-11-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",2221,2015-11-01
"Евроазиатский Инвестиционный Банк лицензия № 2897, Москва и обл.",2217,2015-11-01
"Интеркредит лицензия № 3047, Москва и обл.",2206,2015-11-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",2204,2015-11-01
"Проминвестбанк лицензия № 2433, Москва и обл.",2203,2015-11-01
"Актив Банк лицензия № 2529, Мордовия",2194,2015-11-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",2186,2015-11-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",2182,2015-11-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",2178,2015-11-01
"Соверен Банк лицензия № 3206, Москва и обл.",2178,2015-11-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",2166,2015-11-01
"Икано Банк лицензия № 3519, Центр",2164,2015-11-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",2160,2015-11-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",2159,2015-11-01
"ИНГ Банк лицензия № 2495, Москва и обл.",2151,2015-11-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",2149,2015-11-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",2147,2015-11-01
"Платина лицензия № 2347, Москва и обл.",2145,2015-11-01
"Пульс Столицы лицензия № 3002, Москва и обл.",2143,2015-11-01
"Энергобанк лицензия № 67, Татарстан",2142,2015-11-01
"Алеф-Банк лицензия № 2119, Москва и обл.",2141,2015-11-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",2140,2015-11-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",2118,2015-11-01
"Заречье лицензия № 817, Татарстан",2111,2015-11-01
"Венец лицензия № 524, Ульяновская обл.",2103,2015-11-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",2096,2015-11-01
"Крона-Банк лицензия № 2499, Иркутская обл.",2079,2015-11-01
"Майкопбанк лицензия № 1136, Адыгея",2060,2015-11-01
"Тагилбанк лицензия № 1635, Свердловская обл.",2053,2015-11-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",2052,2015-11-01
"Югра лицензия № 880, Ханты-Мансийский АО — Югра",2052,2015-11-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",2050,2015-11-01
"Спиритбанк лицензия № 2053, Тульская обл.",2044,2015-11-01
"Форштадт лицензия № 2208, Оренбургская обл.",2031,2015-11-01
"Тойота Банк лицензия № 3470, Москва и обл.",2029,2015-11-01
"Вологдабанк лицензия № 992, Вологодская обл.",2023,2015-11-01
"Оренбург лицензия № 3269, Оренбургская обл.",2022,2015-11-01
"Социум-Банк лицензия № 2881, Москва и обл.",2022,2015-11-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",2019,2015-11-01
"Мосуралбанк лицензия № 2468, Москва и обл.",2013,2015-11-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",2008,2015-11-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",2006,2015-11-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",2000,2015-11-01
"Арксбанк лицензия № 1868, Москва и обл.",1998,2015-11-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",1994,2015-11-01
"РН Банк лицензия № 170, Москва и обл.",1993,2015-11-01
